
9931;51;186;193;river_bhima;x;
9932;93;189;66;river_bhima;x;
9933;135;192;194;river_tungabhadra;x;
9934;177;195;67;river_tungabhadra;x;
9935;9;198;195;river_godavari;x;
9936;51;201;68;river_godavari;x;
9937;93;204;196;river_godavari;x;
9938;135;207;69;river_wainganga;x;
9939;177;210;197;river_wainganga;x;
9940;9;0;70;river_wainganga;x;
9941;51;3;198;river_mahanadi;x;
9942;93;6;71;river_mahanadi;x;
9943;135;9;199;river_ganges;x;
9944;177;12;72;river_ganges;x;
9945;9;15;200;river_ganges;x;
9946;51;18;73;river_ganges;x;
9947;93;21;201;river_ganges;x;
9948;135;24;74;river_yamuna;x;
9949;177;27;202;river_yamuna;x;
9950;9;30;75;river_yamuna;x;
9951;51;33;203;river_yamuna;x;
9952;93;36;76;river_yamuna;x;
9953;135;39;204;river_yamuna;x;
9954;177;42;77;river_yamuna;x;
9955;9;45;205;river_chambal;x;
9956;51;48;78;river_chambal;x;
9957;93;51;206;river_chambal;x;
9958;135;54;79;river_chambal;x;
9959;177;57;207;river_betwa;x;
9960;9;60;80;river_betwa;x;
9961;51;63;208;river_betwa;x;
9962;93;66;81;river_betwa;x;
9963;135;69;209;river_ghaghara;x;
9964;177;72;82;river_ghaghara;x;
9965;9;75;210;river_ghaghara;x;
9966;51;78;83;river_son;x;
9967;93;81;211;river_son;x;
9968;135;84;84;river_son;x;
9969;177;87;212;river_kosi;x;
9970;9;90;85;river_kosi;x;
9971;51;93;213;river_brahmaputra;x;
9972;93;96;86;river_brahmaputra;x;
9973;135;99;214;river_hughli;x;
9974;177;102;87;river_senegal;x;
9975;9;105;215;river_senegal;x;
9976;51;108;88;river_senegal;x;
9977;93;111;216;river_senegal;x;
9978;135;114;89;river_senegal;x;
9979;177;117;217;river_senegal;x;
9980;9;120;90;river_volta;x;
9981;51;123;218;river_volta;x;
9982;93;126;91;river_volta;x;
9983;135;129;219;river_black_volta;x;
9984;177;132;92;river_black_volta;x;
9985;9;135;220;river_black_volta;x;
9986;51;138;93;river_oti;x;
9987;93;141;221;river_oti;x;
9988;135;144;94;river_oti;x;
9989;177;147;222;river_niger;x;
9990;9;150;95;river_niger;x;
9991;51;153;223;river_niger;x;
9992;93;156;96;river_niger;x;
9993;135;159;224;river_bani;x;
9994;177;162;97;river_bani;x;
9995;9;165;225;river_bani;x;
9996;51;168;98;river_bani;x;
9997;93;171;226;river_kaduna;x;
9998;135;174;99;river_kaduna;x;
9999;177;177;227;river_kaduna;x;
10000;10;180;0;river_benue;x;
10001;52;183;128;river_benue;x;
10002;94;186;1;river_benue;x;
10003;136;189;129;river_chari;x;
10004;178;192;2;river_chari;x;
10005;10;195;130;river_chari;x;
10006;52;198;3;river_logone;x;
10007;94;201;131;river_logone;x;
10008;136;204;4;river_bahr_el_ghazal;x;
10009;178;207;132;river_yobe;x;
10010;10;210;5;river_yobe;x;
10011;52;0;133;river_yobe;x;
10012;94;3;6;river_yobe;x;
10013;136;6;134;river_Jama'are;x;
10014;178;9;7;river_jama-are;x;
10015;10;12;135;river_narva;x;
10016;52;15;8;river_narva;x;
10017;94;18;136;river_oder;x;
10018;136;21;9;river_morava;x;
10019;178;24;137;river_morava;x;
10020;10;27;10;river_angara;x;
10021;52;30;138;river_angara;x;
10022;94;33;11;river_angara;x;
10023;136;36;139;river_selenge;x;
10024;178;39;12;river_selenge;x;
10025;10;42;140;river_selenge;x;
10026;52;45;13;river_selenge;x;
10027;94;48;141;river_sura;x;
10028;136;51;14;river_sura;x;
10029;178;54;142;river_sura;x;
10030;10;57;15;river_khopyor;x;
10031;52;60;143;river_khopyor;x;
10032;94;63;16;river_donets;x;
10033;136;66;144;river_donets;x;
10034;178;69;17;sea_caspian;x;
10035;10;72;145;sea_caspian;x;
10036;52;75;18;sea_caspian;x;
10037;94;78;146;sea_garabogazkol;x;
10038;136;81;19;sea_caspian;x;
10039;178;84;147;sea_caspian;x;
10040;10;87;20;river_don;x;
10041;52;90;148;river_ouse;x;
10042;94;93;21;river_ouse;x;
10043;136;96;149;river_nene;x;
10044;178;99;22;river_nene;x;
10045;10;102;150;river_nene;x;
10046;52;105;23;river_sebou;x;
10047;94;108;151;river_sebou;x;
10048;136;111;24;river_sebou;x;
10049;178;114;152;river_arno;x;
10050;10;117;25;river_arno;x;
10051;52;120;153;river_tiber;x;
10052;94;123;26;river_tiber;x;
10053;136;126;154;river_tiber;x;
10054;178;129;27;river_axios;x;
10055;10;132;155;river_seyhan;x;
10056;52;135;28;river_seyhan;x;
10057;94;138;156;river_ceyhan;x;
10058;136;141;29;river_ceyhan;x;
10059;178;144;157;river_kuban;x;
10060;10;147;30;river_kuban;x;
10061;52;150;158;river_kuban;x;
10062;94;153;31;river_terek;x;
10063;136;156;159;river_terek;x;
10064;178;159;32;river_samur;x;
10065;10;162;160;river_samur;x;
10066;52;165;33;river_maritsa;x;
10067;94;168;161;river_maritsa;x;
10068;136;171;34;river_maritsa;x;
10069;178;174;162;river_maritsa;x;
10070;10;177;35;river_sassandra;x;
10071;52;180;163;river_sassandra;x;
10072;94;183;36;river_sassandra;x;
10073;136;186;164;river_sassandra;x;
10074;178;189;37;river_bandama;x;
10075;10;192;165;river_bandama;x;
10076;52;195;38;river_bandama;x;
10077;94;198;166;river_bandama;x;
10078;136;201;39;river_komoe;x;
10079;178;204;167;river_komoe;x;
10080;10;207;40;river_komoe;x;
10081;52;210;168;river_komoe;x;
10082;94;0;41;river_ob;x;
10083;136;3;169;river_ob;x;
10084;178;6;42;river_ob;x;
10085;10;9;170;river_ob;x;
10086;52;12;43;river_ob;x;
10087;94;15;171;river_ob;x;
10088;136;18;44;river_ob;x;
10089;178;21;172;river_ob;x;
10090;10;24;45;river_ob;x;
10091;52;27;173;river_anuy;x;
10092;94;30;46;river_anuy;x;
10093;136;33;174;river_chulym;x;
10094;178;36;47;river_chulym;x;
10095;10;39;175;river_chulym;x;
10096;52;42;48;river_irtysh;x;
10097;94;45;176;river_irtysh;x;
10098;136;48;49;river_irtysh;x;
10099;178;51;177;river_irtysh;x;
10100;10;54;50;river_irtysh;x;
10101;52;57;178;river_irtysh;x;
10102;94;60;51;river_irtysh;x;
10103;136;63;179;river_irtysh;x;
10104;178;66;52;river_irtysh;x;
10105;10;69;180;river_om;x;
10106;52;72;53;river_om;x;
10107;94;75;181;river_om;x;
10108;136;78;54;river_ishim;x;
10109;178;81;182;river_ishim;x;
10110;10;84;55;river_ishim;x;
10111;52;87;183;river_ishim;x;
10112;94;90;56;river_ishim;x;
10113;136;93;184;river_ishim;x;
10114;178;96;57;river_ishim;x;
10115;10;99;185;river_tobol;x;
10116;52;102;58;river_tobol;x;
10117;94;105;186;river_tobol;x;
10118;136;108;59;river_tobol;x;
10119;178;111;187;river_iset;x;
10120;10;114;60;river_tura;x;
10121;52;117;188;river_tura;x;
10122;94;120;61;river_tura;x;
10123;136;123;189;river_tavda;x;
10124;178;126;62;river_tavda;x;
10125;10;129;190;river_tavda;x;
10126;52;132;63;river_konda;x;
10127;94;135;191;river_konda;x;
10128;136;138;64;river_nianda;x;
10129;178;141;192;river_nianda;x;
10130;10;144;65;river_konkoure;x;
10131;52;147;193;river_geba;x;
10132;94;150;66;river_sokoto;x;
10133;136;153;194;river_sokoto;x;
10134;178;156;67;river_oum_er-rbia;x;
10135;10;159;195;river_oum_er-rbia;x;
